Status,Progress,Duration (in seconds),Finished,DistributionChannel,UserLanguage,versuchsleitung,bedingung,einwilligung,codeword,sr_know1,sr_know2,test_know1,test_know2,test_know3,test_know4,test_know5,test_know6,test_know7,test_know8,test_know9,test_know10,test_know11,se_test1,se_test2,se_intro2,se1,se2,se3,se4,se5,se6,se7,se8,se9,se10,se11,se12,ac3,VL_kontaktiert,gender,age,ac1,edu,employ,employ_7_TEXT,SHD,SHD_1_TEXT,ExpertiseSMD,ExpertisePrivacyCS,ExperienceAR,sys_trust1,sys_trust2,sys_trust3,sys_trust4,sys_trust5,sys_trust6,sys_trust7,sys_trust8,sys_trust9,sys_trust10,sys_trust11,sys_trust12,symb_trust1,symb_trust2,symb_trust3,symb_trust4,symb_trust5,sa1,sa2,sa3,sa4,sa5,sa6,ac2,anmerkung_nachfrage,anmerkung_nachfrage_2_TEXT,anmerkung_sonstiges,anmerkung_sonstiges_2_TEXT,FL_31_DO,FL_24_DO,FL_26_DO,FL_15_DO,FL_17_DO,PerceivedKnowledge_DO,TestedKnowledge_DO,Self-Efficacy_DO,Demographie_DO,SystemTrust_DO,SymbolTrust_DO,SafetyAttitude_DO
0,100,7545,1,anonymous,DE,3,3,1,IB02RF1,2,2,1,"3,4",4,1,"1,2,4",1,"1,4","1,3","2,3","1,4","3,4",7,2,-99,5,4,4,2,4,1,1,6,2,4,4,5,1,1,2,22,1,6,4,-99,2,-99,2,3,1,2,4,2,3,2,1,3,5,4,3,2,3,2,3,2,3,1,4,4,4,4,4,2,5,2,Es gab nur eine Aufgabe auf Tablet zu erledigen,1,-99,TestedKnowledge|PerceivedKnowledge|Self-Efficacy,Demographie|FL_26,SafetyAttitude|SystemTrust|SymbolTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know1|test_know2|test_know7|test_know5|test_know10|test_know3|test_know11|test_know8|test_know6|test_know4|test_know9,se_intro1|se_test1|se_test2|se_intro2|se3|se8|se4|se9|se10|se11|ac3|se7|se2|se6|se5|se12|se1,edu|gender|employ|age|ac1|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust4|sys_trust10|sys_trust8|sys_trust7|sys_trust3|sys_trust1|sys_trust11|sys_trust2|sys_trust9|sys_trust6|sys_trust12|sys_trust5,sym_trust_into|symb_trust4|symb_trust1|symb_trust5|symb_trust2|symb_trust3,sa_intro|sa1|sa4|sa3|sa6|ac2|sa5|sa2
0,1,263283,0,anonymous,DE,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,100,3538,1,anonymous,DE,3,4,1,AN18RL1,3,2,"1,2,3","3,4",4,"1,3","1,4",1,"1,2",3,"1,3","1,4","1,3,4",7,3,-99,5,7,6,3,6,4,4,3,4,6,5,3,1,1,3,22,1,6,4,-99,1,Alexa (aber im Haus meiner Eltern),2,3,1,3,5,3,3,3,5,4,5,3,3,3,5,2,3,2,3,2,1,2,3,1,3,2,5,1,-99,1,-99,Self-Efficacy|PerceivedKnowledge|TestedKnowledge,FL_26|Demographie,SafetyAttitude|SymbolTrust|SystemTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know10|test_know11|test_know9|test_know1|test_know8|test_know6|test_know3|test_know5|test_know2|test_know4|test_know7,se_intro1|se_test1|se_test2|se_intro2|se5|se2|se7|se3|ac3|se9|se4|se1|se12|se10|se11|se8|se6,ac1|employ|gender|age|edu|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust7|sys_trust9|sys_trust5|sys_trust3|sys_trust8|sys_trust2|sys_trust11|sys_trust1|sys_trust12|sys_trust6|sys_trust10|sys_trust4,sym_trust_into|symb_trust4|symb_trust1|symb_trust2|symb_trust5|symb_trust3,sa_intro|sa3|sa2|ac2|sa1|sa4|sa6|sa5
0,100,4316,1,anonymous,DE,3,4,1,UC23EN3,2,2,"1,2","3,4",4,"1,3,4","1,2,4",1,"1,4","1,3","1,3","1,3","3,4",6,3,-99,3,7,5,2,5,5,2,3,3,2,5,5,1,1,2,20,1,6,4,-99,1,"Kameras, Smart Hub und Leuchten",2,3,2,4,6,6,5,3,5,5,5,5,5,4,5,2,3,3,3,2,3,4,4,1,3,4,5,2,"In der ersten Aufgabe, bei der nur mit dem Router interagiert werden sollte, konnte der Symbol nicht gedrückt werden und dannach konnte der QR Code nicht eingescännt werden.",1,-99,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,FL_26|Demographie,SymbolTrust|SafetyAttitude|SystemTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know10|test_know1|test_know5|test_know3|test_know2|test_know11|test_know6|test_know7|test_know8|test_know4|test_know9,se_intro1|se_test1|se_test2|se_intro2|se10|se4|ac3|se1|se12|se9|se7|se8|se3|se11|se5|se2|se6,edu|age|employ|ac1|gender|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust8|sys_trust9|sys_trust1|sys_trust2|sys_trust11|sys_trust3|sys_trust7|sys_trust6|sys_trust12|sys_trust5|sys_trust4|sys_trust10,sym_trust_into|symb_trust2|symb_trust3|symb_trust4|symb_trust1|symb_trust5,sa_intro|sa5|ac2|sa2|sa4|sa1|sa3|sa6
0,100,6928,1,anonymous,DE,3,1,1,EN18ND9,2,3,"1,2","3,4","2,5","1,3","1,4","1,2","1,2","1,2","1,3,4","2,4","2,3",7,3,-99,5,5,5,2,3,4,5,5,5,6,5,6,1,1,2,24,1,7,4,-99,2,-99,2,3,1,7,4,4,5,2,5,4,5,6,7,3,2,4,4,2,5,4,5,5,3,5,4,4,5,1,-99,1,-99,TestedKnowledge|PerceivedKnowledge|Self-Efficacy,Demographie|FL_26,SafetyAttitude|SymbolTrust|SystemTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know4|test_know7|test_know9|test_know3|test_know1|test_know11|test_know10|test_know5|test_know2|test_know8|test_know6,se_intro1|se_test1|se_test2|se_intro2|se7|se2|se9|se6|se11|se8|se1|ac3|se4|se12|se3|se5|se10,edu|ac1|employ|age|gender|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust6|sys_trust1|sys_trust10|sys_trust8|sys_trust5|sys_trust9|sys_trust2|sys_trust12|sys_trust11|sys_trust3|sys_trust7|sys_trust4,sym_trust_into|symb_trust3|symb_trust2|symb_trust1|symb_trust5|symb_trust4,sa_intro|sa2|sa3|sa6|sa5|ac2|sa1|sa4
0,100,5453,1,anonymous,DE,3,5,1,OL01CH3,1,1,1,"3,4",4,1,"1,2,4",1,"1,4","1,3","1,2,3","1,4","3,4",7,4,-99,5,5,7,2,4,5,3,3,2,6,7,5,1,1,1,30,1,6,4,-99,2,-99,2,3,2,2,3,3,3,1,1,4,5,2,2,2,4,1,3,2,1,2,2,4,3,3,3,1,5,1,-99,1,-99,NA,NA,NA,Demographie|FL_17,TestedKnowledge|SafetyAttitude|PerceivedKnowledge|SystemTrust|Self-Efficacy|SymbolTrust,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know10|test_know9|test_know6|test_know7|test_know8|test_know2|test_know4|test_know1|test_know5|test_know3|test_know11,se_intro1|se_test1|se_test2|se_intro2|se7|se10|se9|ac3|se5|se12|se1|se8|se11|se4|se6|se2|se3,employ|age|edu|gender|ac1|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust7|sys_trust4|sys_trust1|sys_trust2|sys_trust6|sys_trust11|sys_trust5|sys_trust12|sys_trust3|sys_trust8|sys_trust9|sys_trust10,sym_trust_into|symb_trust5|symb_trust3|symb_trust1|symb_trust4|symb_trust2,sa_intro|sa5|sa2|sa6|sa3|sa1|ac2|sa4
0,100,4415,1,anonymous,DE,2,4,1,NT22RG3,2,2,"1,2,3","3,4",4,1,"1,2,4",1,"1,4",1,"1,3","1,4","3,4",7,6,-99,3,3,5,1,2,6,2,4,2,6,4,5,1,1,1,20,1,6,4,-99,2,-99,2,3,2,4,5,3,5,6,6,5,7,4,5,2,6,1,4,5,4,1,2,2,2,2,2,1,5,1,-99,2,"bei erster Aufgabe gezeigt, wie Zustimmung Datenschutz funktioniert",Self-Efficacy|PerceivedKnowledge|TestedKnowledge,Demographie|FL_26,SymbolTrust|SystemTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know8|test_know6|test_know10|test_know9|test_know2|test_know4|test_know11|test_know3|test_know1|test_know5|test_know7,se_intro1|se_test1|se_test2|se_intro2|se6|se3|se5|se12|se10|se4|se1|se8|ac3|se7|se2|se9|se11,ac1|gender|employ|age|edu|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust10|sys_trust11|sys_trust5|sys_trust12|sys_trust1|sys_trust3|sys_trust9|sys_trust2|sys_trust4|sys_trust6|sys_trust7|sys_trust8,sym_trust_into|symb_trust3|symb_trust5|symb_trust1|symb_trust4|symb_trust2,sa_intro|sa2|sa6|sa4|sa1|sa3|sa5|ac2
0,100,4535,1,anonymous,DE,2,4,1,AG22EN8,2,2,"1,3",3,1,1,3,4,4,3,"1,3","1,2,4","1,2,4",7,7,-99,5,2,2,2,2,4,2,4,2,2,3,7,1,1,2,25,1,7,4,-99,2,-99,2,3,2,2,4,4,4,6,3,6,5,3,4,3,4,4,3,4,3,3,2,2,1,1,2,1,5,1,-99,2,"bei Aufgabe 1 nochmal gezeigt, dass Geräteeinstellungen über Anklicken von Symbol funktioniert",TestedKnowledge|Self-Efficacy|PerceivedKnowledge,Demographie|FL_26,SafetyAttitude|SystemTrust|SymbolTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know10|test_know3|test_know2|test_know9|test_know6|test_know8|test_know7|test_know5|test_know11|test_know1|test_know4,se_intro1|se_test1|se_test2|se_intro2|se5|se7|se9|se12|se1|se3|se2|se11|se6|se4|se10|se8|ac3,gender|employ|age|edu|ac1|SHD|ExperienceAR|ExpertiseSMD|ExpertisePrivacyCS,sys_trust_intro|sys_trust5|sys_trust10|sys_trust1|sys_trust8|sys_trust4|sys_trust11|sys_trust7|sys_trust6|sys_trust2|sys_trust12|sys_trust3|sys_trust9,sym_trust_into|symb_trust5|symb_trust4|symb_trust1|symb_trust2|symb_trust3,sa_intro|sa4|sa3|sa5|sa1|sa6|sa2|ac2
0,100,4372,1,anonymous,DE,3,1,1,AS10US2,1,2,3,"3,4",4,1,"1,4",1,1,3,1,1,"1,4",7,6,-99,1,4,5,2,1,4,4,3,1,3,2,7,1,1,1,21,1,6,4,-99,2,-99,2,3,2,6,3,2,1,2,5,6,5,6,5,7,5,4,3,3,4,4,3,4,1,1,5,4,5,1,-99,1,-99,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,FL_26|Demographie,SystemTrust|SafetyAttitude|SymbolTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know11|test_know2|test_know7|test_know8|test_know9|test_know6|test_know5|test_know10|test_know3|test_know4|test_know1,se_intro1|se_test1|se_test2|se_intro2|se10|se11|se8|ac3|se7|se9|se1|se12|se6|se2|se5|se3|se4,ac1|employ|gender|age|edu|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust8|sys_trust6|sys_trust10|sys_trust4|sys_trust2|sys_trust3|sys_trust9|sys_trust5|sys_trust7|sys_trust11|sys_trust1|sys_trust12,sym_trust_into|symb_trust1|symb_trust2|symb_trust5|symb_trust4|symb_trust3,sa_intro|sa6|ac2|sa3|sa4|sa2|sa5|sa1
0,100,4230,1,anonymous,DE,3,4,1,EN06NN0,3,3,"1,2,3","3,4",4,"1,3","1,2,4",4,"1,4","1,2,3,4","2,3","1,3,4","1,3,4",7,5,-99,4,1,7,2,5,6,5,4,1,6,4,7,1,1,1,23,1,7,4,-99,1,Alexa,2,1,1,5,6,3,6,1,6,6,7,6,5,5,3,1,1,1,2,1,5,5,4,3,5,5,5,1,-99,2,"Laut dem Proband, bei der Aufgabe mit Benutzerin Marie und einen Gast hinzufügen, wird Marie auf Kim umbenannt und es wird nicht klar, dass Kim der Gast sein soll.",PerceivedKnowledge|TestedKnowledge|Self-Efficacy,FL_26|Demographie,SystemTrust|SafetyAttitude|SymbolTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know4|test_know6|test_know11|test_know8|test_know9|test_know10|test_know3|test_know1|test_know7|test_know2|test_know5,se_intro1|se_test1|se_test2|se_intro2|se6|se1|se2|se8|se4|se12|se10|se11|ac3|se3|se5|se7|se9,edu|age|employ|ac1|gender|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust9|sys_trust11|sys_trust1|sys_trust6|sys_trust5|sys_trust3|sys_trust12|sys_trust7|sys_trust8|sys_trust10|sys_trust2|sys_trust4,sym_trust_into|symb_trust4|symb_trust1|symb_trust5|symb_trust3|symb_trust2,sa_intro|sa5|sa2|sa3|ac2|sa6|sa4|sa1
0,100,4921,1,anonymous,DE,2,2,1,AC22EN3,2,2,"1,2,3",4,4,1,"1,2",1,"1,4","1,3","2,3","1,3,4",3,7,3,-99,5,6,4,2,2,5,2,7,4,6,6,4,1,1,2,20,1,6,4,-99,1,Intelligente Sicherheitskamera,1,3,2,4,6,5,3,3,6,5,6,6,4,4,5,3,5,4,4,4,3,4,5,3,4,3,5,1,-99,1,-99,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,FL_26|Demographie,SafetyAttitude|SymbolTrust|SystemTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know10|test_know8|test_know4|test_know2|test_know11|test_know6|test_know5|test_know3|test_know7|test_know1|test_know9,se_intro1|se_test1|se_test2|se_intro2|se12|se3|se2|se11|se9|se4|se10|se1|se8|se7|se5|se6|ac3,gender|employ|age|ac1|edu|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust4|sys_trust10|sys_trust3|sys_trust5|sys_trust7|sys_trust8|sys_trust6|sys_trust9|sys_trust11|sys_trust1|sys_trust2|sys_trust12,sym_trust_into|symb_trust5|symb_trust3|symb_trust2|symb_trust4|symb_trust1,sa_intro|sa4|sa5|ac2|sa3|sa1|sa6|sa2
0,100,10333,1,anonymous,DE,3,5,1,HA14ND2,2,2,4,3,4,2,"2,4",1,2,"1,3,4","1,2,3",1,3,7,4,-99,4,4,3,3,3,5,3,2,3,3,2,5,1,1,2,21,1,6,4,-99,1,Intelligente Haushaltsgeräte,2,3,2,5,6,3,6,4,6,6,6,6,5,5,5,6,5,5,6,4,2,3,3,2,3,2,5,1,-99,1,-99,NA,NA,NA,Demographie|FL_17,SymbolTrust|PerceivedKnowledge|SystemTrust|TestedKnowledge|Self-Efficacy|SafetyAttitude,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know3|test_know9|test_know11|test_know8|test_know6|test_know1|test_know10|test_know5|test_know7|test_know4|test_know2,se_intro1|se_test1|se_test2|se_intro2|se1|se9|se8|se7|se5|se4|se10|se3|se11|se2|ac3|se6|se12,age|ac1|gender|employ|edu|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust7|sys_trust10|sys_trust12|sys_trust9|sys_trust5|sys_trust1|sys_trust3|sys_trust2|sys_trust4|sys_trust8|sys_trust6|sys_trust11,sym_trust_into|symb_trust1|symb_trust4|symb_trust2|symb_trust5|symb_trust3,sa_intro|sa5|sa1|sa6|ac2|sa4|sa3|sa2
0,100,5172,1,anonymous,DE,3,3,1,EV20RN4,1,1,1,"3,4",4,1,"1,2,4",1,"1,4","1,3","1,3","1,4","3,4",7,6,-99,1,5,4,1,2,7,1,4,7,7,5,6,1,1,1,28,1,7,7,arbeitssuchend,2,-99,2,3,2,3,6,6,3,1,7,4,7,4,6,3,6,5,4,4,4,5,4,5,5,3,5,2,5,1,-99,1,-99,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,FL_26|Demographie,SymbolTrust|SystemTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know1|test_know5|test_know7|test_know11|test_know2|test_know4|test_know10|test_know8|test_know9|test_know6|test_know3,se_intro1|se_test1|se_test2|se_intro2|se9|se1|se6|se10|se7|se3|se12|se11|se4|se8|se5|se2|ac3,edu|age|ac1|employ|gender|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust5|sys_trust2|sys_trust7|sys_trust10|sys_trust8|sys_trust4|sys_trust3|sys_trust12|sys_trust6|sys_trust11|sys_trust1|sys_trust9,sym_trust_into|symb_trust4|symb_trust1|symb_trust5|symb_trust2|symb_trust3,sa_intro|sa5|ac2|sa2|sa4|sa3|sa6|sa1
0,100,2958,1,anonymous,DE,2,5,1,OE15RG9,2,2,4,"3,4",4,"1,3","1,2",1,4,3,"1,3","1,4","3,4",6,6,-99,3,6,4,4,5,2,5,3,1,2,2,2,1,1,2,24,1,7,4,-99,2,-99,2,3,2,4,4,3,5,4,2,5,3,4,5,5,5,1,3,2,2,1,1,2,2,1,2,2,5,1,-99,1,-99,NA,NA,NA,FL_17|Demographie,SafetyAttitude|PerceivedKnowledge|SystemTrust|Self-Efficacy|TestedKnowledge|SymbolTrust,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know5|test_know10|test_know7|test_know8|test_know3|test_know9|test_know11|test_know4|test_know2|test_know6|test_know1,se_intro1|se_test1|se_test2|se_intro2|se4|ac3|se7|se8|se2|se10|se3|se6|se11|se12|se5|se9|se1,ac1|edu|age|gender|employ|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust6|sys_trust7|sys_trust3|sys_trust2|sys_trust1|sys_trust4|sys_trust12|sys_trust8|sys_trust9|sys_trust11|sys_trust5|sys_trust10,sym_trust_into|symb_trust5|symb_trust3|symb_trust4|symb_trust1|symb_trust2,sa_intro|ac2|sa4|sa1|sa2|sa5|sa3|sa6
0,1,86552,0,anonymous,DE,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,100,4300,1,anonymous,DE,3,1,1,VA25AL4,2,2,"1,2,3","3,4",4,"1,3","1,2",1,1,"1,3","1,2","1,4","3,4",7,1,-99,4,3,4,5,2,3,5,5,5,5,6,7,1,1,2,18,1,6,4,-99,2,-99,2,3,2,2,2,1,1,5,1,3,4,2,4,1,5,2,3,3,3,1,3,3,4,3,4,2,5,1,-99,1,-99,TestedKnowledge|PerceivedKnowledge|Self-Efficacy,FL_26|Demographie,SafetyAttitude|SymbolTrust|SystemTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know8|test_know6|test_know10|test_know9|test_know1|test_know2|test_know7|test_know3|test_know11|test_know5|test_know4,se_intro1|se_test1|se_test2|se_intro2|ac3|se3|se4|se6|se11|se10|se5|se1|se2|se9|se7|se8|se12,age|ac1|gender|employ|edu|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust7|sys_trust1|sys_trust9|sys_trust12|sys_trust6|sys_trust11|sys_trust10|sys_trust5|sys_trust4|sys_trust2|sys_trust8|sys_trust3,sym_trust_into|symb_trust1|symb_trust4|symb_trust3|symb_trust5|symb_trust2,sa_intro|sa5|sa6|ac2|sa2|sa1|sa3|sa4
0,100,2302,1,anonymous,DE,3,4,1,il03en5,2,1,"1,3","3,4","2,5","3,4","1,2,4",3,"3,4","2,3","2,3","1,4",3,7,1,-99,5,4,2,2,5,4,6,4,3,5,5,6,1,1,2,28,1,7,4,-99,2,-99,2,3,2,6,5,4,5,3,5,6,7,6,5,6,6,4,4,4,5,5,3,4,2,3,5,2,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,FL_26|Demographie,SymbolTrust|SafetyAttitude|SystemTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know11|test_know8|test_know10|test_know5|test_know6|test_know9|test_know3|test_know1|test_know7|test_know2|test_know4,se_intro1|se_test1|se_test2|se_intro2|se10|ac3|se8|se5|se7|se4|se1|se2|se9|se6|se11|se3|se12,gender|ac1|edu|age|employ|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust10|sys_trust6|sys_trust3|sys_trust7|sys_trust2|sys_trust11|sys_trust9|sys_trust12|sys_trust4|sys_trust5|sys_trust8|sys_trust1,sym_trust_into|symb_trust2|symb_trust5|symb_trust4|symb_trust3|symb_trust1,sa_intro|sa6|sa1|sa4|sa2|ac2|sa3|sa5
0,100,3508,1,anonymous,DE,3,1,1,UN20RG7,1,1,1,"3,4",4,1,1,1,2,"1,3","3,4","1,2","1,3",7,1,-99,2,4,6,4,3,3,2,2,2,6,6,5,1,1,2,36,1,6,4,-99,2,-99,2,3,2,2,2,4,4,2,1,5,1,3,2,2,4,2,3,5,1,2,2,4,3,1,4,1,5,1,-99,1,-99,Self-Efficacy|PerceivedKnowledge|TestedKnowledge,Demographie|FL_26,SystemTrust|SafetyAttitude|SymbolTrust,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know4|test_know6|test_know8|test_know5|test_know2|test_know11|test_know10|test_know3|test_know9|test_know1|test_know7,se_intro1|se_test1|se_test2|se_intro2|ac3|se9|se6|se2|se1|se5|se7|se8|se12|se10|se4|se11|se3,employ|ac1|gender|edu|age|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust6|sys_trust8|sys_trust12|sys_trust4|sys_trust5|sys_trust10|sys_trust3|sys_trust9|sys_trust7|sys_trust11|sys_trust1|sys_trust2,sym_trust_into|symb_trust2|symb_trust5|symb_trust1|symb_trust3|symb_trust4,sa_intro|sa5|sa1|sa2|sa3|ac2|sa6|sa4
0,1,66407,0,anonymous,DE,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,100,3075,1,anonymous,DE,3,4,1,US04ND6,2,2,"1,2","3,4",4,"1,2","1,2,4",4,"1,4","2,3","1,3","1,4","3,4",7,1,-99,5,3,3,2,4,3,2,5,1,5,4,4,1,1,2,26,1,7,4,-99,2,-99,2,3,2,3,4,5,4,5,4,6,6,5,5,3,5,2,3,3,3,2,1,2,2,1,3,2,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,Demographie|FL_26,SymbolTrust|SystemTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know5|test_know9|test_know4|test_know11|test_know10|test_know8|test_know2|test_know7|test_know6|test_know3|test_know1,se_intro1|se_test1|se_test2|se_intro2|se11|se1|se5|se10|se2|se3|se7|se12|se4|ac3|se8|se6|se9,edu|employ|gender|age|ac1|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust1|sys_trust3|sys_trust11|sys_trust2|sys_trust10|sys_trust4|sys_trust9|sys_trust7|sys_trust6|sys_trust12|sys_trust8|sys_trust5,sym_trust_into|symb_trust1|symb_trust5|symb_trust3|symb_trust2|symb_trust4,sa_intro|ac2|sa5|sa6|sa2|sa4|sa1|sa3
0,100,3076,1,anonymous,DE,3,2,1,EV30ER8,3,3,"1,2,3",4,4,1,1,3,4,"1,3","2,3","1,4",3,7,5,-99,4,5,6,2,1,7,5,2,4,7,5,3,1,1,2,25,1,7,4,-99,1,Amazon Echo,2,3,2,3,3,4,3,3,4,3,7,3,5,2,4,5,4,6,3,5,2,2,3,2,3,2,5,1,-99,1,-99,Self-Efficacy|TestedKnowledge|PerceivedKnowledge,Demographie|FL_26,SystemTrust|SymbolTrust|SafetyAttitude,NA,NA,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know9|test_know3|test_know4|test_know10|test_know8|test_know2|test_know1|test_know7|test_know5|test_know6|test_know11,se_intro1|se_test1|se_test2|se_intro2|se2|se1|se10|se6|se4|se5|se12|se3|se11|se9|ac3|se7|se8,gender|employ|ac1|edu|age|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust10|sys_trust11|sys_trust6|sys_trust9|sys_trust4|sys_trust5|sys_trust12|sys_trust1|sys_trust2|sys_trust7|sys_trust8|sys_trust3,sym_trust_into|symb_trust1|symb_trust5|symb_trust4|symb_trust3|symb_trust2,sa_intro|sa1|sa5|ac2|sa3|sa6|sa2|sa4
0,100,3732,1,anonymous,DE,3,4,1,NN06RG5,3,2,"1,2,3",3,"1,4",1,"1,2,4",3,"1,4","1,3",1,"1,4","2,3",7,2,-99,4,4,3,4,3,4,3,3,1,3,5,6,1,1,2,28,1,7,4,-99,2,-99,2,1,2,2,6,2,3,3,3,6,6,4,3,3,3,1,4,5,4,2,2,2,3,2,2,3,5,1,-99,1,-99,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,FL_26|Demographie,SafetyAttitude|SymbolTrust|SystemTrust,NA,NA,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know1|test_know8|test_know5|test_know6|test_know9|test_know2|test_know11|test_know10|test_know3|test_know7|test_know4,se_intro1|se_test1|se_test2|se_intro2|se6|se10|ac3|se7|se3|se1|se2|se4|se12|se5|se9|se8|se11,edu|gender|ac1|age|employ|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust6|sys_trust12|sys_trust2|sys_trust11|sys_trust4|sys_trust9|sys_trust3|sys_trust1|sys_trust8|sys_trust10|sys_trust7|sys_trust5,sym_trust_into|symb_trust3|symb_trust5|symb_trust2|symb_trust4|symb_trust1,sa_intro|ac2|sa3|sa6|sa4|sa1|sa5|sa2
